分拣中心,日期,小时,货量
SC39,2023-12-21,2,153.5262261904762
SC39,2023-12-21,3,136.37233333333333
SC39,2023-12-21,4,139.24333333333334
SC39,2023-12-21,5,150.41833333333335
SC39,2023-12-21,6,163.59595238095235
SC39,2023-12-21,7,35.11498809523809
SC39,2023-12-21,8,132.5300674603174
SC39,2023-12-21,9,142.8706031746032
SC39,2023-12-21,10,126.6313888888889
SC39,2023-12-21,11,110.8302619047619
SC39,2023-12-21,12,2.2012640692640697
SC39,2023-12-21,13,93.43032142857142
SC39,2023-12-21,14,200.1580963203464
SC39,2023-12-21,15,199.2140264735265
SC39,2023-12-21,16,147.40997538718588
SC39,2023-12-21,17,2.7781921411921404
SC39,2023-12-21,18,208.9196908369409
SC39,2023-12-21,19,229.40163492063505
SC39,2023-12-21,20,168.54200324675327
SC39,2023-12-21,21,182.0959404761905
SC39,2023-12-21,22,216.7466724386724
SC39,2023-12-21,23,210.46004428904428
SC39,2023-12-22,0,90.467619047619
SC39,2023-12-22,1,149.2630753968254
SC39,2023-12-22,2,115.1285476190476
SC39,2023-12-22,3,15.973333333333333
SC39,2023-12-22,4,109.90533333333336
SC39,2023-12-22,5,112.387
SC39,2023-12-22,6,132.91166666666666
SC39,2023-12-22,7,13.3175
SC39,2023-12-22,8,100.43996681096682
SC39,2023-12-22,9,131.74462157287152
SC39,2023-12-22,10,121.577126984127
SC39,2023-12-22,11,104.77916666666664
SC39,2023-12-22,12,2.142821428571429
SC39,2023-12-22,13,105.45238095238098
SC39,2023-12-22,14,198.9086626984127
SC39,2023-12-22,15,189.580619047619
SC39,2023-12-22,16,162.72738095238094
SC39,2023-12-22,17,58.01545238095238
SC39,2023-12-22,18,157.70761904761903
SC39,2023-12-22,19,150.71848412698418
SC39,2023-12-22,20,295.84014141414144
SC39,2023-12-22,21,324.0845952380953
SC39,2023-12-22,22,324.8286601731602
SC39,2023-12-22,23,272.7937857142857
SC39,2023-12-23,0,203.4396825396825
SC39,2023-12-23,1,247.52706746031748
SC39,2023-12-23,2,136.88495634920636
SC39,2023-12-23,3,149.07238095238097
SC39,2023-12-23,4,288.9956666666667
SC39,2023-12-23,5,192.57166666666663
SC39,2023-12-23,6,216.58166666666668
SC39,2023-12-23,7,63.56861507936508
SC39,2023-12-23,8,132.91508333333329
SC39,2023-12-23,9,148.71112301587303
SC39,2023-12-23,10,155.70678787878788
SC39,2023-12-23,11,131.20436904761905
SC39,2023-12-23,12,95.82234126984127
SC39,2023-12-23,13,155.69067063492062
SC39,2023-12-23,14,214.33229365079373
SC39,2023-12-23,15,224.4943250360752
SC39,2023-12-23,16,185.52197222222225
SC39,2023-12-23,17,54.69975000000003
SC39,2023-12-23,18,241.9079920634921
SC39,2023-12-23,19,256.4049365079365
SC39,2023-12-23,20,250.388619047619
SC39,2023-12-23,21,240.3113008658009
SC39,2023-12-23,22,195.1504642857143
SC39,2023-12-23,23,166.2006547619048
SC39,2023-12-24,0,142.01265873015873
SC39,2023-12-24,1,221.17931349206347
SC39,2023-12-24,2,136.0228621933622
SC39,2023-12-24,3,126.94819047619048
SC39,2023-12-24,4,258.41285714285715
SC39,2023-12-24,5,80.2
SC39,2023-12-24,6,100.88
SC39,2023-12-24,7,49.50593253968253
SC39,2023-12-24,8,154.73549206349205
SC39,2023-12-24,9,152.0550714285714
SC39,2023-12-24,10,129.48750793650797
SC39,2023-12-24,11,89.11078354978353
SC39,2023-12-24,12,22.839523809523808
SC39,2023-12-24,13,92.3097023809524
SC39,2023-12-24,14,182.81181746031743
SC39,2023-12-24,15,199.8666785714285
SC39,2023-12-24,16,132.02796825396825
SC39,2023-12-24,17,5.456388888888888
SC39,2023-12-24,18,192.42201190476192
SC39,2023-12-24,19,201.3622352092352
SC39,2023-12-24,20,166.38822222222225
SC39,2023-12-24,21,174.47462301587305
SC39,2023-12-24,22,166.2010952380953
SC39,2023-12-24,23,178.24281746031747
SC39,2023-12-25,0,137.3967301587302
SC39,2023-12-25,1,169.50809523809522
SC39,2023-12-25,2,42.55067857142857
SC39,2023-12-25,3,162.54426190476192
SC39,2023-12-25,4,249.6187380952381
SC39,2023-12-25,5,218.9811984126985
SC39,2023-12-25,6,228.59119841269847
SC39,2023-12-25,7,31.38648412698412
SC39,2023-12-25,8,100.1651626984127
SC39,2023-12-25,9,110.57636904761902
SC39,2023-12-25,10,108.49477777777776
SC39,2023-12-25,11,109.1368253968254
SC39,2023-12-25,12,1.168
SC39,2023-12-25,13,61.575234126984135
SC39,2023-12-25,14,140.05429545454547
SC39,2023-12-25,15,164.4674826839827
SC39,2023-12-25,16,149.0231904761905
SC39,2023-12-25,17,4.373595238095239
SC39,2023-12-25,18,184.37196428571423
SC39,2023-12-25,19,222.17409920634924
SC39,2023-12-25,20,172.6195898268399
SC39,2023-12-25,21,177.3006190476191
SC39,2023-12-25,22,177.32404365079364
SC39,2023-12-25,23,191.19674567099565
SC39,2023-12-26,0,112.81952380952382
SC39,2023-12-26,1,129.03655952380953
SC39,2023-12-26,2,79.02174242424245
SC39,2023-12-26,3,190.0995757575757
SC39,2023-12-26,4,264.8622424242424
SC39,2023-12-26,5,217.4548614718615
SC39,2023-12-26,6,226.09486147186152
SC39,2023-12-26,7,6.175119047619046
SC39,2023-12-26,8,96.39810714285716
SC39,2023-12-26,9,130.75152380952375
SC39,2023-12-26,10,126.004380952381
SC39,2023-12-26,11,125.16525793650796
SC39,2023-12-26,12,5.8865
SC39,2023-12-26,13,65.79244444444447
SC39,2023-12-26,14,139.85895634920635
SC39,2023-12-26,15,173.35
SC39,2023-12-26,16,168.8316103896104
SC39,2023-12-26,17,3.895666666666667
SC39,2023-12-26,18,207.4852738095238
SC39,2023-12-26,19,217.1576904761905
SC39,2023-12-26,20,165.81114285714284
SC39,2023-12-26,21,168.49303174603176
SC39,2023-12-26,22,175.70285714285714
SC39,2023-12-26,23,183.86405952380943
SC39,2023-12-27,0,154.98803968253966
SC39,2023-12-27,1,184.161908008658
SC39,2023-12-27,2,197.6526031746032
SC39,2023-12-27,3,355.46874603174604
SC39,2023-12-27,4,371.4733333333333
SC39,2023-12-27,5,320.92
SC39,2023-12-27,6,314.97273809523807
SC39,2023-12-27,7,81.06540873015872
SC39,2023-12-27,8,133.89665476190476
SC39,2023-12-27,9,167.99021428571433
SC39,2023-12-27,10,154.30870634920632
SC39,2023-12-27,11,125.30438492063487
SC39,2023-12-27,12,91.7064603174603
SC39,2023-12-27,13,142.55877994227993
SC39,2023-12-27,14,233.83490231990243
SC39,2023-12-27,15,244.18443722943724
SC39,2023-12-27,16,168.3597669552669
SC39,2023-12-27,17,55.276615079365065
SC39,2023-12-27,18,251.2995995670996
SC39,2023-12-27,19,239.89205952380956
SC39,2023-12-27,20,209.51650396825391
SC39,2023-12-27,21,228.47748160173165
SC39,2023-12-27,22,199.50469444444445
SC39,2023-12-27,23,180.7567593795094
SC39,2023-12-28,0,125.56335714285714
SC39,2023-12-28,1,166.77271572871578
SC39,2023-12-28,2,153.5262261904762
SC39,2023-12-28,3,136.37233333333333
SC39,2023-12-28,4,139.24333333333334
SC39,2023-12-28,5,150.41833333333335
SC39,2023-12-28,6,163.59595238095235
SC39,2023-12-28,7,35.11498809523809
SC39,2023-12-28,8,132.5300674603174
SC39,2023-12-28,9,142.8706031746032
SC39,2023-12-28,10,126.6313888888889
SC39,2023-12-28,11,110.8302619047619
SC39,2023-12-28,12,2.2012640692640697
SC39,2023-12-28,13,93.43032142857142
SC39,2023-12-28,14,200.1580963203464
SC39,2023-12-28,15,199.2140264735265
SC39,2023-12-28,16,147.40997538718588
SC39,2023-12-28,17,2.7781921411921404
SC39,2023-12-28,18,208.9196908369409
SC39,2023-12-28,19,229.40163492063505
SC39,2023-12-28,20,168.54200324675327
SC39,2023-12-28,21,182.0959404761905
SC39,2023-12-28,22,216.7466724386724
SC39,2023-12-28,23,210.46004428904428
SC39,2023-12-29,0,90.467619047619
SC39,2023-12-29,1,149.2630753968254
SC39,2023-12-29,2,115.1285476190476
SC39,2023-12-29,3,15.973333333333333
SC39,2023-12-29,4,109.90533333333336
SC39,2023-12-29,5,112.387
SC39,2023-12-29,6,132.91166666666666
SC39,2023-12-29,7,13.3175
SC39,2023-12-29,8,100.43996681096682
SC39,2023-12-29,9,131.74462157287152
SC39,2023-12-29,10,121.577126984127
SC39,2023-12-29,11,104.77916666666664
SC39,2023-12-29,12,2.142821428571429
SC39,2023-12-29,13,105.45238095238098
SC39,2023-12-29,14,198.9086626984127
SC39,2023-12-29,15,189.580619047619
SC39,2023-12-29,16,162.72738095238094
SC39,2023-12-29,17,58.01545238095238
SC39,2023-12-29,18,157.70761904761903
SC39,2023-12-29,19,150.71848412698418
SC39,2023-12-29,20,295.84014141414144
SC39,2023-12-29,21,324.0845952380953
SC39,2023-12-29,22,324.8286601731602
SC39,2023-12-29,23,272.7937857142857
SC39,2023-12-30,0,203.4396825396825
SC39,2023-12-30,1,247.52706746031748
SC39,2023-12-30,2,136.88495634920636
SC39,2023-12-30,3,149.07238095238097
SC39,2023-12-30,4,288.9956666666667
SC39,2023-12-30,5,192.57166666666663
SC39,2023-12-30,6,216.58166666666668
SC39,2023-12-30,7,63.56861507936508
SC39,2023-12-30,8,132.91508333333329
SC39,2023-12-30,9,148.71112301587303
SC39,2023-12-30,10,155.70678787878788
SC39,2023-12-30,11,131.20436904761905
SC39,2023-12-30,12,95.82234126984127
SC39,2023-12-30,13,155.69067063492062
SC39,2023-12-30,14,214.33229365079373
SC39,2023-12-30,15,224.4943250360752
SC39,2023-12-30,16,185.52197222222225
SC39,2023-12-30,17,54.69975000000003
SC39,2023-12-30,18,241.9079920634921
SC39,2023-12-30,19,256.4049365079365
SC39,2023-12-30,20,250.388619047619
SC39,2023-12-30,21,240.3113008658009
SC39,2023-12-30,22,195.1504642857143
SC39,2023-12-30,23,166.2006547619048
SC39,2023-12-31,0,142.01265873015873
SC39,2023-12-31,1,221.17931349206347
SC39,2023-12-31,2,136.0228621933622
SC39,2023-12-31,3,126.94819047619048
SC39,2023-12-31,4,258.41285714285715
SC39,2023-12-31,5,80.2
SC39,2023-12-31,6,100.88
SC39,2023-12-31,7,49.50593253968253
SC39,2023-12-31,8,154.73549206349205
SC39,2023-12-31,9,152.0550714285714
SC39,2023-12-31,10,129.48750793650797
SC39,2023-12-31,11,89.11078354978353
SC39,2023-12-31,12,22.839523809523808
SC39,2023-12-31,13,92.3097023809524
SC39,2023-12-31,14,182.81181746031743
SC39,2023-12-31,15,199.8666785714285
SC39,2023-12-31,16,132.02796825396825
SC39,2023-12-31,17,5.456388888888888
SC39,2023-12-31,18,192.42201190476192
SC39,2023-12-31,19,201.3622352092352
SC39,2023-12-31,20,166.38822222222225
SC39,2023-12-31,21,174.47462301587305
SC39,2023-12-31,22,166.2010952380953
SC39,2023-12-31,23,178.24281746031747
SC4,2023-12-01,0,966.0790714285716
SC4,2023-12-01,1,1137.3099761904762
SC4,2023-12-01,2,1484.9632499999996
SC4,2023-12-01,3,1097.9353333333338
SC4,2023-12-01,4,3317.3983055555555
SC4,2023-12-01,5,1406.6537341269843
SC4,2023-12-01,6,42.87200396825396
SC4,2023-12-01,7,5.833809523809524
SC4,2023-12-01,8,14.891142857142858
SC4,2023-12-01,9,1.94225
SC4,2023-12-01,10,247.198626984127
SC4,2023-12-01,11,953.4610627705624
SC4,2023-12-01,12,851.5514285714285
SC4,2023-12-01,13,1069.7319166666666
SC4,2023-12-01,14,171.27071428571432
SC4,2023-12-01,15,137.9432142857143
SC4,2023-12-01,16,14.046285714285714
SC4,2023-12-01,17,63.61055158730159
SC4,2023-12-01,18,948.622456349206
SC4,2023-12-01,19,1811.562932178932
SC4,2023-12-01,20,1912.0495277777773
SC4,2023-12-01,21,1818.218273809524
SC4,2023-12-01,22,2018.2400317460308
SC4,2023-12-01,23,3336.259190476191
SC4,2023-12-02,0,1212.6357142857144
SC4,2023-12-02,1,1242.101714285714
SC4,2023-12-02,2,1641.1330140692648
SC4,2023-12-02,3,1962.505642857143
SC4,2023-12-02,4,2831.6209166666667
SC4,2023-12-02,5,1647.8480277777778
SC4,2023-12-02,6,177.74633333333335
SC4,2023-12-02,7,121.68130952380952
SC4,2023-12-02,8,446.9166666666666
SC4,2023-12-02,9,167.465876984127
SC4,2023-12-02,10,380.07207142857146
SC4,2023-12-02,11,990.342150793651
SC4,2023-12-02,12,804.4426323953826
SC4,2023-12-02,13,1179.9686150793652
SC4,2023-12-02,14,601.6330634920635
SC4,2023-12-02,15,525.6205595238093
SC4,2023-12-02,16,741.1947857142857
SC4,2023-12-02,17,60.61915873015872
SC4,2023-12-02,18,1130.2091298701298
SC4,2023-12-02,19,1838.4010912698416
SC4,2023-12-02,20,2421.0313419913427
SC4,2023-12-02,21,2172.2611071428573
SC4,2023-12-02,22,2045.433142857143
SC4,2023-12-02,23,3065.464145909646
SC4,2023-12-03,0,1721.4816071428563
SC4,2023-12-03,1,1357.1301825396824
SC4,2023-12-03,2,1082.5912142857142
SC4,2023-12-03,3,1695.7044999999996
SC4,2023-12-03,4,2970.616845238095
SC4,2023-12-03,5,1490.6208571428572
SC4,2023-12-03,6,90.62992063492064
SC4,2023-12-03,7,143.17946428571432
SC4,2023-12-03,8,394.31527489177495
SC4,2023-12-03,9,172.73355194805194
SC4,2023-12-03,10,456.1491785714286
SC4,2023-12-03,11,788.1669642857144
SC4,2023-12-03,12,827.9664047619049
SC4,2023-12-03,13,1146.8706031746033
SC4,2023-12-03,14,421.5785634920633
SC4,2023-12-03,15,380.9410714285714
SC4,2023-12-03,16,348.0229913419914
SC4,2023-12-03,17,170.86891630591631
SC4,2023-12-03,18,1068.810734126984
SC4,2023-12-03,19,1930.208878427128
SC4,2023-12-03,20,1987.0429325396829
SC4,2023-12-03,21,2385.530892857143
SC4,2023-12-03,22,2115.405746031745
SC4,2023-12-03,23,2636.276686507937
SC4,2023-12-04,0,1128.9201113053614
SC4,2023-12-04,1,1468.5105515873015
SC4,2023-12-04,2,1029.0983690476194
SC4,2023-12-04,3,943.33703968254
SC4,2023-12-04,4,3468.5189603174604
SC4,2023-12-04,5,1487.0708214285717
SC4,2023-12-04,6,35.13679761904763
SC4,2023-12-04,7,0.0
SC4,2023-12-04,8,0.0
SC4,2023-12-04,9,92.71961904761908
SC4,2023-12-04,10,176.93019444444442
SC4,2023-12-04,11,687.502488095238
SC4,2023-12-04,12,734.9251471861471
SC4,2023-12-04,13,1124.7487103174603
SC4,2023-12-04,14,392.2560833333334
SC4,2023-12-04,15,273.7182857142858
SC4,2023-12-04,16,49.203107142857135
SC4,2023-12-04,17,6.395817460317461
SC4,2023-12-04,18,1375.006384920635
SC4,2023-12-04,19,1650.3642499999996
SC4,2023-12-04,20,1894.7769444444448
SC4,2023-12-04,21,1677.9491785714283
SC4,2023-12-04,22,2587.9013769841267
SC4,2023-12-04,23,3502.9808611111102
SC4,2023-12-05,0,786.2022752525249
SC4,2023-12-05,1,897.6225396825399
SC4,2023-12-05,2,986.2754285714286
SC4,2023-12-05,3,1730.9762142857144
SC4,2023-12-05,4,2936.815800865801
SC4,2023-12-05,5,1421.4848571428572
SC4,2023-12-05,6,28.962404761904757
SC4,2023-12-05,7,0.04
SC4,2023-12-05,8,0.0
SC4,2023-12-05,9,3.4816666666666665
SC4,2023-12-05,10,195.1236031746032
SC4,2023-12-05,11,865.3577500000001
SC4,2023-12-05,12,760.5475833333331
SC4,2023-12-05,13,972.3606984126984
SC4,2023-12-05,14,113.95648809523809
SC4,2023-12-05,15,203.53817063492065
SC4,2023-12-05,16,175.03466666666668
SC4,2023-12-05,17,13.67198015873016
SC4,2023-12-05,18,1001.8649603174604
SC4,2023-12-05,19,1808.928805555556
SC4,2023-12-05,20,1846.9667500000005
SC4,2023-12-05,21,1709.6229801587303
SC4,2023-12-05,22,1884.6109206349204
SC4,2023-12-05,23,3801.590503968253
SC4,2023-12-06,0,1279.9313504273505
SC4,2023-12-06,1,1086.8201056998555
SC4,2023-12-06,2,1150.2343953823954
SC4,2023-12-06,3,1867.647234126984
SC4,2023-12-06,4,2647.7696626984134
SC4,2023-12-06,5,1574.609905122655
SC4,2023-12-06,6,277.93961652236646
SC4,2023-12-06,7,128.9072222222222
SC4,2023-12-06,8,273.60775396825386
SC4,2023-12-06,9,109.50922619047618
SC4,2023-12-06,10,348.39057142857143
SC4,2023-12-06,11,732.5442734487737
SC4,2023-12-06,12,780.2123412698414
SC4,2023-12-06,13,1219.5488874458874
SC4,2023-12-06,14,260.5180588023087
SC4,2023-12-06,15,269.14068037518035
SC4,2023-12-06,16,410.7647698412698
SC4,2023-12-06,17,143.99121933621933
SC4,2023-12-06,18,1060.7371713564216
SC4,2023-12-06,19,1962.0550487012983
SC4,2023-12-06,20,2231.4176658896663
SC4,2023-12-06,21,2042.050766594516
SC4,2023-12-06,22,2320.702591630592
SC4,2023-12-06,23,3981.451225108224
SC4,2023-12-07,0,718.7176186868684
SC4,2023-12-07,1,963.817722222222
SC4,2023-12-07,2,1321.6098055555556
SC4,2023-12-07,3,937.2678174603176
SC4,2023-12-07,4,2803.325645743146
SC4,2023-12-07,5,1255.3279484126983
SC4,2023-12-07,6,270.1620422077922
SC4,2023-12-07,7,170.15484415584422
SC4,2023-12-07,8,412.6432034632036
SC4,2023-12-07,9,114.20597727272724
SC4,2023-12-07,10,334.8764538239538
SC4,2023-12-07,11,953.8977680375184
SC4,2023-12-07,12,1016.4606984126988
SC4,2023-12-07,13,1147.0409455544452
SC4,2023-12-07,14,286.21512179487183
SC4,2023-12-07,15,165.54609523809523
SC4,2023-12-07,16,160.31225974025972
SC4,2023-12-07,17,13.210698412698411
SC4,2023-12-07,18,1144.7130310245311
SC4,2023-12-07,19,1541.28001984127
SC4,2023-12-07,20,1790.985555555555
SC4,2023-12-07,21,2033.222790820291
SC4,2023-12-07,22,2009.8451854256857
SC4,2023-12-07,23,3699.225875901875
SC4,2023-12-08,0,966.0790714285716
SC4,2023-12-08,1,1137.3099761904762
SC4,2023-12-08,2,1484.9632499999996
SC4,2023-12-08,3,1097.9353333333338
SC4,2023-12-08,4,3317.3983055555555
SC4,2023-12-08,5,1406.6537341269843
SC4,2023-12-08,6,42.87200396825396
SC4,2023-12-08,7,5.833809523809524
SC4,2023-12-08,8,14.891142857142858
SC4,2023-12-08,9,1.94225
SC4,2023-12-08,10,247.198626984127
SC4,2023-12-08,11,953.4610627705624
SC4,2023-12-08,12,851.5514285714285
SC4,2023-12-08,13,1069.7319166666666
SC4,2023-12-08,14,171.27071428571432
SC4,2023-12-08,15,137.9432142857143
SC4,2023-12-08,16,14.046285714285714
SC4,2023-12-08,17,63.61055158730159
SC4,2023-12-08,18,948.622456349206
SC4,2023-12-08,19,1811.562932178932
SC4,2023-12-08,20,1912.0495277777773
SC4,2023-12-08,21,1818.218273809524
SC4,2023-12-08,22,2018.2400317460308
SC4,2023-12-08,23,3336.259190476191
SC4,2023-12-09,0,1212.6357142857144
SC4,2023-12-09,1,1242.101714285714
SC4,2023-12-09,2,1641.1330140692648
SC4,2023-12-09,3,1962.505642857143
SC4,2023-12-09,4,2831.6209166666667
SC4,2023-12-09,5,1647.8480277777778
SC4,2023-12-09,6,177.74633333333335
SC4,2023-12-09,7,121.68130952380952
SC4,2023-12-09,8,446.9166666666666
SC4,2023-12-09,9,167.465876984127
SC4,2023-12-09,10,380.07207142857146
SC4,2023-12-09,11,990.342150793651
SC4,2023-12-09,12,804.4426323953826
SC4,2023-12-09,13,1179.9686150793652
SC4,2023-12-09,14,601.6330634920635
SC4,2023-12-09,15,525.6205595238093
SC4,2023-12-09,16,741.1947857142857
SC4,2023-12-09,17,60.61915873015872
SC4,2023-12-09,18,1130.2091298701298
SC4,2023-12-09,19,1838.4010912698416
SC4,2023-12-09,20,2421.0313419913427
SC4,2023-12-09,21,2172.2611071428573
SC4,2023-12-09,22,2045.433142857143
SC4,2023-12-09,23,3065.464145909646
SC4,2023-12-10,0,1721.4816071428563
SC4,2023-12-10,1,1357.1301825396824
SC4,2023-12-10,2,1082.5912142857142
SC4,2023-12-10,3,1695.7044999999996
SC4,2023-12-10,4,2970.616845238095
SC4,2023-12-10,5,1490.6208571428572
SC4,2023-12-10,6,90.62992063492064
SC4,2023-12-10,7,143.17946428571432
SC4,2023-12-10,8,394.31527489177495
SC4,2023-12-10,9,172.73355194805194
SC4,2023-12-10,10,456.1491785714286
SC4,2023-12-10,11,788.1669642857144
SC4,2023-12-10,12,827.9664047619049
SC4,2023-12-10,13,1146.8706031746033
SC4,2023-12-10,14,421.5785634920633
SC4,2023-12-10,15,380.9410714285714
SC4,2023-12-10,16,348.0229913419914
SC4,2023-12-10,17,170.86891630591631
SC4,2023-12-10,18,1068.810734126984
SC4,2023-12-10,19,1930.208878427128
SC4,2023-12-10,20,1987.0429325396829
SC4,2023-12-10,21,2385.530892857143
SC4,2023-12-10,22,2115.405746031745
SC4,2023-12-10,23,2636.276686507937
SC4,2023-12-11,0,1128.9201113053614
SC4,2023-12-11,1,1468.5105515873015
SC4,2023-12-11,2,1029.0983690476194
SC4,2023-12-11,3,943.33703968254
SC4,2023-12-11,4,3468.5189603174604
SC4,2023-12-11,5,1487.0708214285717
SC4,2023-12-11,6,35.13679761904763
SC4,2023-12-11,7,0.0
SC4,2023-12-11,8,0.0
SC4,2023-12-11,9,92.71961904761908
SC4,2023-12-11,10,176.93019444444442
SC4,2023-12-11,11,687.502488095238
SC4,2023-12-11,12,734.9251471861471
SC4,2023-12-11,13,1124.7487103174603
SC4,2023-12-11,14,392.2560833333334
SC4,2023-12-11,15,273.7182857142858
SC4,2023-12-11,16,49.203107142857135
SC4,2023-12-11,17,6.395817460317461
SC4,2023-12-11,18,1375.006384920635
SC4,2023-12-11,19,1650.3642499999996
SC4,2023-12-11,20,1894.7769444444448
SC4,2023-12-11,21,1677.9491785714283
SC4,2023-12-11,22,2587.9013769841267
SC4,2023-12-11,23,3502.9808611111102
SC4,2023-12-12,0,786.2022752525249
SC4,2023-12-12,1,897.6225396825399
SC4,2023-12-12,2,986.2754285714286
SC4,2023-12-12,3,1730.9762142857144
SC4,2023-12-12,4,2936.815800865801
SC4,2023-12-12,5,1421.4848571428572
SC4,2023-12-12,6,28.962404761904757
SC4,2023-12-12,7,0.04
SC4,2023-12-12,8,0.0
SC4,2023-12-12,9,3.4816666666666665
SC4,2023-12-12,10,195.1236031746032
SC4,2023-12-12,11,865.3577500000001
SC4,2023-12-12,12,760.5475833333331
SC4,2023-12-12,13,972.3606984126984
SC4,2023-12-12,14,113.95648809523809
SC4,2023-12-12,15,203.53817063492065
SC4,2023-12-12,16,175.03466666666668
SC4,2023-12-12,17,13.67198015873016
SC4,2023-12-12,18,1001.8649603174604
SC4,2023-12-12,19,1808.928805555556
SC4,2023-12-12,20,1846.9667500000005
SC4,2023-12-12,21,1709.6229801587303
SC4,2023-12-12,22,1884.6109206349204
SC4,2023-12-12,23,3801.590503968253
SC4,2023-12-13,0,1279.9313504273505
SC4,2023-12-13,1,1086.8201056998555
SC4,2023-12-13,2,1150.2343953823954
SC4,2023-12-13,3,1867.647234126984
SC4,2023-12-13,4,2647.7696626984134
SC4,2023-12-13,5,1574.609905122655
SC4,2023-12-13,6,277.93961652236646
SC4,2023-12-13,7,128.9072222222222
SC4,2023-12-13,8,273.60775396825386
SC4,2023-12-13,9,109.50922619047618
SC4,2023-12-13,10,348.39057142857143
SC4,2023-12-13,11,732.5442734487737
SC4,2023-12-13,12,780.2123412698414
SC4,2023-12-13,13,1219.5488874458874
SC4,2023-12-13,14,260.5180588023087
SC4,2023-12-13,15,269.14068037518035
SC4,2023-12-13,16,410.7647698412698
SC4,2023-12-13,17,143.99121933621933
SC4,2023-12-13,18,1060.7371713564216
SC4,2023-12-13,19,1962.0550487012983
SC4,2023-12-13,20,2231.4176658896663
SC4,2023-12-13,21,2042.050766594516
SC4,2023-12-13,22,2320.702591630592
SC4,2023-12-13,23,3981.451225108224
SC4,2023-12-14,0,718.7176186868684
SC4,2023-12-14,1,963.817722222222
SC4,2023-12-14,2,1321.6098055555556
SC4,2023-12-14,3,937.2678174603176
SC4,2023-12-14,4,2803.325645743146
SC4,2023-12-14,5,1255.3279484126983
SC4,2023-12-14,6,270.1620422077922
SC4,2023-12-14,7,170.15484415584422
SC4,2023-12-14,8,412.6432034632036
SC4,2023-12-14,9,114.20597727272724
SC4,2023-12-14,10,334.8764538239538
SC4,2023-12-14,11,953.8977680375184
SC4,2023-12-14,12,1016.4606984126988
SC4,2023-12-14,13,1147.0409455544452
SC4,2023-12-14,14,286.21512179487183
SC4,2023-12-14,15,165.54609523809523
SC4,2023-12-14,16,160.31225974025972
SC4,2023-12-14,17,13.210698412698411
SC4,2023-12-14,18,1144.7130310245311
SC4,2023-12-14,19,1541.28001984127
SC4,2023-12-14,20,1790.985555555555
SC4,2023-12-14,21,2033.222790820291
SC4,2023-12-14,22,2009.8451854256857
SC4,2023-12-14,23,3699.225875901875
SC4,2023-12-15,0,966.0790714285716
SC4,2023-12-15,1,1137.3099761904762
SC4,2023-12-15,2,1484.9632499999996
SC4,2023-12-15,3,1097.9353333333338
SC4,2023-12-15,4,3317.3983055555555
SC4,2023-12-15,5,1406.6537341269843
SC4,2023-12-15,6,42.87200396825396
SC4,2023-12-15,7,5.833809523809524
SC4,2023-12-15,8,14.891142857142858
SC4,2023-12-15,9,1.94225
SC4,2023-12-15,10,247.198626984127
SC4,2023-12-15,11,953.4610627705624
SC4,2023-12-15,12,851.5514285714285
SC4,2023-12-15,13,1069.7319166666666
SC4,2023-12-15,14,171.27071428571432
SC4,2023-12-15,15,137.9432142857143
SC4,2023-12-15,16,14.046285714285714
SC4,2023-12-15,17,63.61055158730159
SC4,2023-12-15,18,948.622456349206
SC4,2023-12-15,19,1811.562932178932
SC4,2023-12-15,20,1912.0495277777773
SC4,2023-12-15,21,1818.218273809524
SC4,2023-12-15,22,2018.2400317460308
SC4,2023-12-15,23,3336.259190476191
SC4,2023-12-16,0,1212.6357142857144
SC4,2023-12-16,1,1242.101714285714
SC4,2023-12-16,2,1641.1330140692648
SC4,2023-12-16,3,1962.505642857143
SC4,2023-12-16,4,2831.6209166666667
SC4,2023-12-16,5,1647.8480277777778
SC4,2023-12-16,6,177.74633333333335
SC4,2023-12-16,7,121.68130952380952
SC4,2023-12-16,8,446.9166666666666
SC4,2023-12-16,9,167.465876984127
SC4,2023-12-16,10,380.07207142857146
SC4,2023-12-16,11,990.342150793651
SC4,2023-12-16,12,804.4426323953826
SC4,2023-12-16,13,1179.9686150793652
SC4,2023-12-16,14,601.6330634920635
SC4,2023-12-16,15,525.6205595238093
SC4,2023-12-16,16,741.1947857142857
SC4,2023-12-16,17,60.61915873015872
SC4,2023-12-16,18,1130.2091298701298
SC4,2023-12-16,19,1838.4010912698416
SC4,2023-12-16,20,2421.0313419913427
SC4,2023-12-16,21,2172.2611071428573
SC4,2023-12-16,22,2045.433142857143
SC4,2023-12-16,23,3065.464145909646
SC4,2023-12-17,0,1721.4816071428563
SC4,2023-12-17,1,1357.1301825396824
SC4,2023-12-17,2,1082.5912142857142
SC4,2023-12-17,3,1695.7044999999996
SC4,2023-12-17,4,2970.616845238095
SC4,2023-12-17,5,1490.6208571428572
SC4,2023-12-17,6,90.62992063492064
SC4,2023-12-17,7,143.17946428571432
SC4,2023-12-17,8,394.31527489177495
SC4,2023-12-17,9,172.73355194805194
SC4,2023-12-17,10,456.1491785714286
SC4,2023-12-17,11,788.1669642857144
SC4,2023-12-17,12,827.9664047619049
SC4,2023-12-17,13,1146.8706031746033
SC4,2023-12-17,14,421.5785634920633
SC4,2023-12-17,15,380.9410714285714
SC4,2023-12-17,16,348.0229913419914
SC4,2023-12-17,17,170.86891630591631
