center,日期,hour,value
SC30,2023/11/12,4,3.0
SC30,2023/11/3,7,126.0
SC30,2023/11/20,14,378.0
SC30,2023/11/3,21,284.0
SC30,2023/11/21,20,119.0
SC30,2023/11/23,12,35.0
SC30,2023/11/4,10,224.0
SC30,2023/11/27,18,115.0
SC30,2023/11/3,20,248.0
SC30,2023/11/26,0,88.0
SC30,2023/11/11,20,326.375
SC30,2023/11/8,23,243.0
SC30,2023/11/12,13,525.0
SC30,2023/11/12,7,48.0
SC30,2023/11/28,8,277.0
SC30,2023/11/4,8,186.0
SC30,2023/11/18,22,146.0
SC30,2023/11/18,8,216.0
SC30,2023/11/24,16,412.0
SC30,2023/11/20,19,123.0
SC30,2023/11/5,10,362.125
SC30,2023/11/1,6,107.0
SC30,2023/11/27,23,98.0
SC30,2023/11/22,10,129.0
SC30,2023/11/6,15,572.0
SC30,2023/11/3,0,155.0
SC30,2023/11/22,19,164.0
SC30,2023/11/12,8,135.0
SC30,2023/11/8,13,449.0
SC30,2023/11/2,19,478.5
SC30,2023/11/18,0,88.0
SC30,2023/11/18,13,465.0
SC30,2023/11/13,20,126.0
SC30,2023/11/17,14,621.0
SC30,2023/11/30,15,405.0
SC30,2023/11/19,10,129.0
SC30,2023/11/12,23,129.0
SC30,2023/11/9,1,240.0
SC30,2023/11/1,8,378.75
SC30,2023/11/19,17,348.0
SC30,2023/11/28,15,341.0
SC30,2023/11/26,22,146.0
SC30,2023/11/16,8,157.0
SC30,2023/11/29,22,167.0
SC30,2023/11/8,7,140.0
SC30,2023/11/23,7,8.0
SC30,2023/11/29,13,446.0
SC30,2023/11/4,6,2.0
SC30,2023/11/17,13,563.0
SC30,2023/11/19,9,138.0
SC30,2023/11/21,16,175.0
SC30,2023/11/26,23,99.0
SC30,2023/11/6,22,282.0
SC30,2023/11/14,16,425.0
SC30,2023/11/26,12,41.0
SC30,2023/11/5,11,191.0
SC30,2023/11/22,21,172.0
SC30,2023/11/14,12,130.0
SC30,2023/11/8,17,326.0
SC30,2023/11/19,13,422.0
SC30,2023/11/6,16,235.0
SC30,2023/11/8,10,192.0
SC30,2023/11/12,10,172.0
SC30,2023/11/12,17,344.0
SC30,2023/11/29,14,412.0
SC30,2023/11/5,18,241.0
SC30,2023/11/30,20,146.0
SC30,2023/11/13,21,184.0
SC30,2023/11/15,8,192.0
SC30,2023/11/14,8,120.0
SC30,2023/11/9,12,120.0
SC30,2023/11/10,9,236.0
SC30,2023/11/11,0,224.5
SC30,2023/11/11,19,362.0
SC30,2023/11/27,11,135.0
SC30,2023/11/20,8,161.0
SC30,2023/11/9,21,272.0
SC30,2023/11/18,12,76.0
SC30,2023/11/7,10,283.0
SC30,2023/11/25,0,85.0
SC30,2023/11/7,13,444.0
SC30,2023/11/16,9,112.0
SC30,2023/11/23,10,168.0
SC30,2023/11/13,15,572.0
SC30,2023/11/14,22,128.0
SC30,2023/11/22,7,6.0
SC30,2023/11/6,17,304.0
SC30,2023/11/13,13,418.0
SC30,2023/11/10,18,386.0
SC30,2023/11/2,11,480.0
SC30,2023/11/29,19,119.0
SC30,2023/11/7,18,479.0
SC30,2023/11/24,8,173.0
SC30,2023/11/13,9,277.0
SC30,2023/11/4,15,728.0
SC30,2023/11/5,14,651.0
SC30,2023/11/7,17,421.0
SC30,2023/11/28,0,69.0
SC30,2023/11/4,0,156.0
SC30,2023/11/30,0,64.0
SC30,2023/11/16,22,158.0
SC30,2023/11/18,18,370.0
SC30,2023/11/29,11,158.0
SC30,2023/11/20,11,142.0
SC30,2023/11/5,17,532.0
SC30,2023/11/29,10,244.0
SC30,2023/11/2,7,0.0
SC30,2023/11/24,20,157.0
SC30,2023/11/11,3,619.0
SC30,2023/11/23,17,327.0
SC30,2023/11/26,18,477.0
SC30,2023/11/10,22,445.5
SC30,2023/11/22,8,187.0
SC30,2023/11/14,7,71.0
SC30,2023/11/23,8,179.0
SC30,2023/11/20,22,154.0
SC30,2023/11/3,19,277.0
SC30,2023/11/12,12,53.0
SC30,2023/11/7,8,378.75
SC30,2023/11/6,10,213.0
SC30,2023/11/19,20,112.0
SC30,2023/11/20,21,162.0
SC30,2023/11/17,18,523.0
SC30,2023/11/10,7,0.0
SC30,2023/11/15,15,369.0
SC30,2023/11/11,2,884.0
SC30,2023/11/14,21,150.0
SC30,2023/11/29,8,274.0
SC30,2023/11/13,22,142.0
SC30,2023/11/7,14,600.0
SC30,2023/11/2,8,227.0
SC30,2023/11/27,19,106.0
SC30,2023/11/1,20,326.375
SC30,2023/11/27,22,165.0
SC30,2023/11/27,7,88.0
SC30,2023/11/20,16,77.0
SC30,2023/11/5,15,689.0
SC30,2023/11/13,17,416.0
SC30,2023/11/21,22,155.0
SC30,2023/11/16,20,132.0
SC30,2023/11/23,20,141.0
SC30,2023/11/26,21,167.0
SC30,2023/11/18,21,172.0
SC30,2023/11/3,11,322.0
SC30,2023/11/26,13,624.0
SC30,2023/11/10,15,536.0
SC30,2023/11/24,1,1.0
SC30,2023/11/18,23,107.0
SC30,2023/11/9,8,286.0
SC30,2023/11/20,12,48.0
SC30,2023/11/5,19,142.0
SC30,2023/11/27,17,174.0
SC30,2023/11/9,19,253.0
SC30,2023/11/1,2,533.0
SC30,2023/11/10,14,626.0
SC30,2023/11/25,7,112.0
SC30,2023/11/17,10,177.0
SC30,2023/11/30,9,169.0
SC30,2023/11/15,16,336.0
SC30,2023/11/21,8,231.0
SC30,2023/11/25,22,180.0
SC30,2023/11/4,9,223.0
SC30,2023/11/3,22,279.0
SC30,2023/11/17,17,449.0
SC30,2023/11/13,10,241.0
SC30,2023/11/1,3,350.0
SC30,2023/11/2,15,842.0
SC30,2023/11/19,18,193.0
SC30,2023/11/28,9,335.0
SC30,2023/11/23,14,508.0
SC30,2023/11/26,14,306.0
SC30,2023/11/27,9,279.0
SC30,2023/11/29,15,151.0
SC30,2023/11/22,22,148.0
SC30,2023/11/13,23,86.0
SC30,2023/11/5,20,210.0
SC30,2023/11/30,23,127.0
SC30,2023/11/12,19,478.5
SC30,2023/11/12,11,280.0
SC30,2023/11/28,23,127.0
SC30,2023/11/2,9,206.0
SC30,2023/11/5,12,63.0
SC30,2023/11/3,17,647.5
SC30,2023/11/9,0,224.5
SC30,2023/11/25,10,256.0
SC30,2023/11/8,19,206.0
SC30,2023/11/16,14,552.0
SC30,2023/11/25,17,377.0
SC30,2023/11/11,10,362.125
SC30,2023/11/4,13,537.0
SC30,2023/11/6,18,170.0
SC30,2023/11/8,11,164.0
SC30,2023/11/19,8,180.0
SC30,2023/11/28,13,595.0
SC30,2023/11/20,20,114.0
SC30,2023/11/10,16,375.0
SC30,2023/11/9,9,184.0
SC30,2023/11/18,14,551.0
SC30,2023/11/27,8,232.0
SC30,2023/11/14,20,197.0
SC30,2023/11/21,18,235.0
SC30,2023/11/22,20,115.0
SC30,2023/11/16,16,251.0
SC30,2023/11/29,9,251.0
SC30,2023/11/24,7,117.0
SC30,2023/11/4,23,286.0
SC30,2023/11/1,7,292.125
SC30,2023/11/3,10,325.0
SC30,2023/11/11,17,647.5
SC30,2023/11/5,21,255.0
SC30,2023/11/1,22,417.0
SC30,2023/11/30,13,421.0
SC30,2023/11/24,22,189.0
SC30,2023/11/7,1,103.0
SC30,2023/11/25,14,445.0
SC30,2023/11/22,0,85.0
SC30,2023/11/15,19,181.0
SC30,2023/11/4,18,635.0
SC30,2023/11/15,11,454.0
SC30,2023/11/17,20,150.0
SC30,2023/11/30,18,208.0
SC30,2023/11/11,14,922.25
SC30,2023/11/3,14,642.0
SC30,2023/11/20,0,62.0
SC30,2023/11/28,18,177.0
SC30,2023/11/14,0,104.0
SC30,2023/11/19,12,41.0
SC30,2023/11/19,21,168.0
SC34,2023/11/21,11,271.0
SC34,2023/11/10,17,452.0
SC34,2023/11/15,9,311.0
SC34,2023/11/19,0,483.0
SC34,2023/11/27,19,487.0
SC34,2023/11/10,22,1347.5
SC34,2023/11/18,18,441.0
SC34,2023/11/9,11,272.0
SC34,2023/11/24,19,405.0
SC34,2023/11/13,21,593.0
SC34,2023/11/13,12,211.0
SC34,2023/11/5,21,779.0
SC34,2023/11/11,10,634.875
SC34,2023/11/30,11,223.0
SC34,2023/11/5,10,513.0
SC34,2023/11/5,17,489.0
SC34,2023/11/15,13,511.0
SC34,2023/11/17,9,374.0
SC34,2023/11/12,1,796.5
SC34,2023/11/26,8,330.0
SC34,2023/11/29,0,579.0
SC34,2023/11/16,10,444.0
SC34,2023/11/2,0,307.25
SC34,2023/11/10,10,503.0
SC34,2023/11/9,16,674.0
SC34,2023/11/18,8,349.0
SC34,2023/11/27,15,578.0
SC34,2023/11/8,1,477.0
SC34,2023/11/27,10,487.0
SC34,2023/11/21,7,275.0
SC34,2023/11/16,2,73.0
SC34,2023/11/21,19,463.0
SC34,2023/11/16,17,543.0
SC34,2023/11/26,16,488.0
SC34,2023/11/6,1,414.0
SC34,2023/11/26,15,583.0
SC34,2023/11/11,21,1122.375
SC34,2023/11/25,12,166.0
SC34,2023/11/3,12,346.0
SC34,2023/11/10,3,93.0
SC34,2023/11/15,14,677.0
SC34,2023/11/25,18,502.0
SC34,2023/11/21,17,333.0
SC34,2023/11/21,10,531.0
SC34,2023/11/11,18,983.5
SC34,2023/11/5,1,400.0
SC34,2023/11/3,18,712.0
SC34,2023/11/17,18,490.0
SC34,2023/11/16,12,178.0
SC34,2023/11/17,8,332.0
SC34,2023/11/9,15,832.0
SC34,2023/11/16,21,491.0
SC34,2023/11/2,17,748.125
SC34,2023/11/14,14,569.0
SC34,2023/11/6,20,574.0
SC34,2023/11/5,13,741.0
SC34,2023/11/10,21,1122.375
SC34,2023/11/29,10,506.0
SC34,2023/11/18,23,511.0
SC34,2023/11/20,14,628.0
SC34,2023/11/5,23,791.0
SC34,2023/11/6,0,641.0
SC34,2023/11/26,13,486.0
SC34,2023/11/16,15,557.0
SC34,2023/11/13,8,257.375
SC34,2023/11/23,1,159.0
SC34,2023/11/15,19,546.0
SC34,2023/11/11,14,1019.375
SC34,2023/11/26,23,601.0
SC34,2023/11/18,13,548.0
SC34,2023/11/24,1,220.0
SC34,2023/11/1,1,796.5
SC34,2023/11/4,9,550.0
SC34,2023/11/17,17,334.0
SC34,2023/11/25,7,290.0
SC34,2023/11/25,22,554.0
SC34,2023/11/28,9,381.0
SC34,2023/11/19,18,425.0
SC34,2023/11/15,16,612.0
SC34,2023/11/11,7,445.0
SC34,2023/11/11,22,1347.5
SC34,2023/11/3,7,297.0
SC34,2023/11/3,22,931.0
SC34,2023/11/3,15,875.0
SC34,2023/11/5,18,573.0
SC34,2023/11/19,23,592.0
SC34,2023/11/6,8,385.0
SC34,2023/11/23,22,584.0
SC34,2023/11/28,20,437.0
SC34,2023/11/23,0,539.0
SC34,2023/11/9,17,210.0
SC34,2023/11/19,13,574.0
SC34,2023/11/4,20,665.0
SC34,2023/11/29,14,651.0
SC34,2023/11/4,2,229.0
SC34,2023/11/1,19,1078.75
SC34,2023/11/19,14,544.0
SC34,2023/11/30,7,293.0
SC34,2023/11/24,21,565.0
SC34,2023/11/4,7,298.0
SC34,2023/11/24,11,245.0
SC34,2023/11/11,5,1508.0
SC34,2023/11/12,18,983.5
SC34,2023/11/28,7,360.0
SC34,2023/11/1,12,642.625
SC34,2023/11/14,1,244.0
SC34,2023/11/27,18,516.0
SC34,2023/11/29,17,300.0
SC34,2023/11/2,10,634.875
SC34,2023/11/8,11,392.0
SC34,2023/11/12,11,407.0
SC34,2023/11/28,13,587.0
SC34,2023/11/4,23,988.0
SC34,2023/11/3,17,499.0
SC34,2023/11/24,7,316.0
SC34,2023/11/19,8,351.0
SC34,2023/11/29,9,377.0
SC34,2023/11/28,23,637.0
SC34,2023/11/1,22,1347.5
SC34,2023/11/25,15,525.0
SC34,2023/11/21,0,507.0
SC34,2023/11/2,9,606.625
SC34,2023/11/11,17,748.125
SC34,2023/11/5,12,248.0
SC34,2023/11/3,16,827.0
SC34,2023/11/8,18,809.0
SC34,2023/11/24,12,108.0
SC34,2023/11/25,17,353.0
SC34,2023/11/24,22,544.0
SC34,2023/11/12,19,739.0
SC34,2023/11/25,10,513.0
SC34,2023/11/30,23,683.0
SC34,2023/11/1,7,445.0
SC34,2023/11/3,10,429.0
SC34,2023/11/6,18,621.0
SC34,2023/11/30,13,598.0
SC34,2023/11/21,9,300.0
SC34,2023/11/18,7,251.0
SC34,2023/11/30,16,491.0
SC34,2023/11/28,16,507.0
SC34,2023/11/25,13,544.0
SC34,2023/11/11,23,825.0
SC34,2023/11/9,20,507.0
SC34,2023/11/2,21,945.0
SC34,2023/11/19,11,189.0
SC34,2023/11/15,10,389.0
SC34,2023/11/19,10,467.0
SC34,2023/11/12,4,828.0
SC34,2023/11/8,14,849.0
SC34,2023/11/29,12,158.0
SC34,2023/11/11,13,1070.625
SC34,2023/11/27,1,132.0
SC34,2023/11/29,21,557.0
SC34,2023/11/11,4,1328.0
SC34,2023/11/25,21,613.0
SC34,2023/11/7,0,538.0
SC34,2023/11/11,12,642.625
SC34,2023/11/3,13,791.0
SC34,2023/11/15,17,328.0
SC34,2023/11/17,16,458.0
SC34,2023/11/18,15,470.0
SC34,2023/11/9,10,556.0
SC34,2023/11/25,8,385.0
SC34,2023/11/30,19,768.0
SC34,2023/11/12,9,567.0
SC34,2023/11/25,23,599.0
SC34,2023/11/4,16,639.0
SC34,2023/11/9,0,712.0
SC34,2023/11/17,20,373.0
SC34,2023/11/23,9,371.0
SC34,2023/11/24,13,543.0
SC34,2023/11/8,17,534.0
SC34,2023/11/12,17,748.125
SC34,2023/11/11,3,1671.0
SC34,2023/11/19,21,428.0
SC34,2023/11/17,10,447.0
SC34,2023/11/30,9,334.0
SC34,2023/11/19,19,397.0
SC34,2023/11/22,7,280.0
SC34,2023/11/14,0,475.0
SC34,2023/11/20,0,531.0
SC34,2023/11/3,23,967.0
SC34,2023/11/24,9,321.0
SC34,2023/11/2,12,393.0
SC34,2023/11/12,14,551.0
SC34,2023/11/25,14,534.0
SC34,2023/11/15,11,200.0
SC34,2023/11/3,14,755.0
SC34,2023/11/7,16,631.0
SC34,2023/11/6,2,311.0
SC34,2023/11/1,9,606.625
SC34,2023/11/16,20,417.0
SC34,2023/11/18,16,474.0
SC34,2023/11/16,14,645.0
SC34,2023/11/22,16,535.0
SC34,2023/11/23,20,361.0
SC34,2023/11/26,21,589.0
SC34,2023/11/7,20,518.0
SC34,2023/11/27,22,622.0
SC34,2023/11/14,16,460.0
SC34,2023/11/18,12,166.0
SC34,2023/11/30,18,694.0
SC34,2023/11/26,10,465.0
SC34,2023/11/29,1,295.0
SC34,2023/11/2,1,720.0
SC34,2023/11/10,12,360.0
SC34,2023/11/18,6,0.0
SC34,2023/11/21,23,556.0
SC34,2023/11/9,2,219.0
SC34,2023/11/30,8,410.0
SC34,2023/11/11,20,985.125
SC34,2023/11/22,14,591.0
SC34,2023/11/10,19,529.0
SC34,2023/11/4,18,674.0
SC34,2023/11/20,23,667.0
SC34,2023/11/21,20,418.0
SC34,2023/11/7,13,771.0
SC34,2023/11/7,1,311.0
SC34,2023/11/28,18,565.0
SC34,2023/11/14,2,18.0
SC34,2023/11/25,0,576.0
SC34,2023/11/3,0,470.0
SC34,2023/11/23,23,592.0
SC34,2023/11/12,3,789.0
SC34,2023/11/27,14,593.0
SC34,2023/11/1,6,1095.0
SC34,2023/11/3,21,747.0
SC34,2023/11/14,11,206.0
SC34,2023/11/23,13,461.0
SC34,2023/11/23,15,527.0
SC34,2023/11/21,21,545.0
SC34,2023/11/26,9,310.0
SC34,2023/11/26,7,329.0
SC34,2023/11/12,0,853.25
SC34,2023/11/22,17,297.0
SC34,2023/11/30,1,315.0
SC34,2023/11/22,0,531.0
SC34,2023/11/14,10,363.875
SC34,2023/11/14,17,331.0
SC34,2023/11/16,8,288.0
SC34,2023/11/28,1,304.0
SC34,2023/11/26,22,622.0
SC34,2023/11/8,0,651.0
SC34,2023/11/20,10,469.0
SC34,2023/11/10,8,351.0
SC34,2023/11/19,12,125.0
SC34,2023/11/20,17,364.0
SC34,2023/11/8,9,508.0
SC34,2023/11/22,19,452.0
SC34,2023/11/23,8,372.0
SC34,2023/11/6,17,484.0
SC34,2023/11/20,22,648.0
SC34,2023/11/5,2,185.0
SC34,2023/11/16,18,546.0
SC34,2023/11/27,9,348.0
SC34,2023/11/5,20,576.0
SC34,2023/11/8,6,1.0
SC34,2023/11/14,22,551.0
SC34,2023/11/12,6,438.0
SC34,2023/11/10,9,390.0
SC34,2023/11/28,19,393.0
SC34,2023/11/2,15,1072.375
SC34,2023/11/19,7,299.0
SC34,2023/11/8,19,715.0
SC34,2023/11/4,13,802.0
SC34,2023/11/24,18,573.0
SC34,2023/11/4,11,324.0
SC34,2023/11/1,18,983.5
SC34,2023/11/23,14,615.0
SC34,2023/11/29,8,353.0
SC34,2023/11/22,12,108.0
SC34,2023/11/13,22,620.0
SC34,2023/11/17,0,502.0
SC34,2023/11/12,20,985.125
SC34,2023/11/11,6,1095.0
SC34,2023/11/29,15,552.0
SC34,2023/11/2,5,387.0
SC34,2023/11/3,6,0.0
SC34,2023/11/21,1,75.0
SC34,2023/11/12,2,1029.0
SC34,2023/11/8,2,185.0
SC34,2023/11/10,18,615.0
SC34,2023/11/13,13,488.0
SC34,2023/11/13,14,777.0
SC34,2023/11/2,16,900.375
SC34,2023/11/27,23,612.0
SC34,2023/11/9,14,750.0
SC34,2023/11/4,1,498.0
SC34,2023/11/6,11,325.0
SC34,2023/11/19,15,465.0
SC34,2023/11/1,23,1157.0
SC34,2023/11/6,19,592.0
SC34,2023/11/23,18,626.0
SC34,2023/11/2,19,877.0
SC34,2023/11/19,17,290.0
SC34,2023/11/9,1,381.0
SC34,2023/11/7,18,686.0
SC34,2023/11/2,11,416.75
SC34,2023/11/9,19,682.0
SC34,2023/11/21,22,654.0
SC34,2023/11/10,2,199.0
SC34,2023/11/22,10,518.0
SC34,2023/11/6,22,871.0
SC34,2023/11/24,8,431.0
SC34,2023/11/13,9,411.0
SC34,2023/11/29,11,216.0
SC34,2023/11/29,19,497.0
SC34,2023/11/6,7,351.0
SC34,2023/11/5,14,767.0
SC34,2023/11/8,23,892.0
SC34,2023/11/30,20,446.0
SC34,2023/11/12,16,638.0
SC34,2023/11/11,15,1072.375
SC34,2023/11/1,11,416.75
SC34,2023/11/1,8,474.375
SC34,2023/11/19,16,378.0
SC34,2023/11/24,14,655.0
SC34,2023/11/12,22,1054.0
SC34,2023/11/8,22,875.0
SC34,2023/11/18,0,614.0
SC34,2023/11/28,8,348.0
SC34,2023/11/21,13,552.0
SC34,2023/11/26,17,292.0
SC34,2023/11/3,2,384.0
SC34,2023/11/6,21,713.0
SC34,2023/11/8,7,367.0
SC34,2023/11/10,1,267.0
SC34,2023/11/15,15,610.0
SC34,2023/11/1,14,1019.375
SC34,2023/11/25,20,394.0
SC34,2023/11/7,15,757.0
SC34,2023/11/27,16,520.0
SC34,2023/11/16,11,215.0
SC34,2023/11/27,17,368.0
SC34,2023/11/10,20,985.125
SC34,2023/11/15,0,492.0
SC34,2023/11/2,18,983.5
SC34,2023/11/4,8,446.0
SC34,2023/11/12,13,613.0
SC34,2023/11/12,23,578.0
SC34,2023/11/30,15,606.0
SC34,2023/11/8,13,806.0
SC34,2023/11/28,15,573.0
SC34,2023/11/26,0,597.0
SC34,2023/11/11,2,1196.25
SC34,2023/11/3,20,641.0
SC34,2023/11/16,1,452.0
SC34,2023/11/7,8,337.0
SC34,2023/11/14,7,303.0
SC34,2023/11/14,23,459.0
SC34,2023/11/29,18,629.0
SC34,2023/11/27,13,582.0
SC34,2023/11/18,22,503.0
SC34,2023/11/7,14,813.0
SC34,2023/11/5,19,594.0
SC34,2023/11/8,10,521.0
SC34,2023/11/8,16,801.0
SC34,2023/11/2,14,1019.375
SC34,2023/11/23,16,492.0
SC34,2023/11/6,12,370.0
SC34,2023/11/6,10,510.0
SC34,2023/11/20,7,324.0
SC34,2023/11/22,22,531.0
SC34,2023/11/13,23,584.0
SC34,2023/11/13,4,34.0
SC34,2023/11/15,20,410.0
SC34,2023/11/20,21,497.0
SC34,2023/11/12,10,634.875
SC34,2023/11/7,23,821.0
SC34,2023/11/20,19,413.0
SC34,2023/11/24,6,0.0
SC34,2023/11/20,11,229.0
SC34,2023/11/22,11,306.0
SC34,2023/11/13,20,426.0
SC34,2023/11/16,22,541.0
SC34,2023/11/16,7,230.0
SC34,2023/11/2,2,795.0
SC34,2023/11/22,9,321.0
SC34,2023/11/2,6,242.0
SC34,2023/11/9,21,774.0
SC34,2023/11/21,18,574.0
SC34,2023/11/7,17,278.0
SC34,2023/11/9,12,410.0
SC34,2023/11/19,22,590.0
SC34,2023/11/10,7,256.0
SC34,2023/11/26,14,525.0
SC34,2023/11/10,16,494.0
SC34,2023/11/1,13,1070.625
SC34,2023/11/14,8,257.375
SC34,2023/11/13,15,779.0
SC34,2023/11/25,6,1.0
SC34,2023/11/5,22,850.0
SC34,2023/11/6,9,421.0
SC34,2023/11/14,12,189.0
SC34,2023/11/1,20,985.125
SC34,2023/11/7,9,459.0
SC34,2023/11/29,16,492.0
SC34,2023/11/8,20,634.0
SC34,2023/11/24,23,696.0
SC34,2023/11/14,19,441.0
SC34,2023/11/6,15,605.0
SC34,2023/11/16,9,311.0
SC34,2023/11/13,2,304.0
SC34,2023/11/11,0,853.25
SC34,2023/11/23,17,338.0
SC34,2023/11/12,7,301.0
SC34,2023/11/3,8,345.0
SC34,2023/11/4,19,669.0
SC34,2023/11/12,5,516.0
SC34,2023/11/8,15,1072.375
SC34,2023/11/13,11,261.0
SC34,2023/11/23,7,333.0
SC34,2023/11/14,18,411.0
SC34,2023/11/22,18,752.0
SC34,2023/11/7,7,366.0
SC34,2023/11/5,16,660.0
SC34,2023/11/24,17,355.0
SC34,2023/11/2,13,967.0
SC34,2023/11/24,10,547.0
SC34,2023/11/12,15,606.0
SC34,2023/11/13,19,706.0
SC34,2023/11/29,13,515.0
SC34,2023/11/1,17,748.125
SC34,2023/11/1,10,634.875
SC34,2023/11/7,10,517.0
SC34,2023/11/27,11,284.0
SC34,2023/11/23,10,502.0
SC34,2023/11/26,18,552.0
SC34,2023/11/14,21,505.0
SC34,2023/11/5,11,255.0
SC34,2023/11/20,20,355.0
SC34,2023/11/9,9,406.0
SC34,2023/11/5,8,320.0
SC34,2023/11/6,16,596.0
SC34,2023/11/24,20,384.0
SC34,2023/11/1,2,1196.25
SC34,2023/11/27,21,590.0
SC34,2023/11/22,21,610.0
SC34,2023/11/20,12,129.0
SC34,2023/11/3,3,108.0
SC34,2023/11/13,7,237.0
SC34,2023/11/7,22,894.0
SC34,2023/11/29,23,732.0
SC34,2023/11/2,23,1063.0
SC34,2023/11/15,1,99.0
SC34,2023/11/2,4,506.0
SC34,2023/11/30,0,662.0
SC34,2023/11/20,8,312.0
SC34,2023/11/4,0,676.0
SC34,2023/11/17,19,370.0
SC34,2023/11/17,11,215.0
SC34,2023/11/15,18,485.0
SC34,2023/11/4,15,707.0
SC34,2023/11/22,20,359.0
SC34,2023/11/27,8,390.0
SC34,2023/11/5,0,814.0
SC34,2023/11/21,8,366.0
SC34,2023/11/9,13,715.0
SC34,2023/11/18,17,269.0
SC34,2023/11/16,16,441.0
SC34,2023/11/9,23,729.0
SC34,2023/11/13,0,389.0
SC34,2023/11/18,20,342.0
SC34,2023/11/26,20,347.0
SC34,2023/11/17,22,557.0
SC34,2023/11/22,8,405.0
SC34,2023/11/2,8,447.0
SC34,2023/11/26,12,114.0
SC34,2023/11/9,18,678.0
SC34,2023/11/7,19,630.0
SC34,2023/11/1,4,1310.0
SC34,2023/11/20,18,512.0
SC34,2023/11/11,8,474.375
SC34,2023/11/17,7,316.0
SC34,2023/11/15,12,176.0
SC34,2023/11/15,21,531.0
SC34,2023/11/13,17,365.0
SC34,2023/11/1,3,1633.0
SC34,2023/11/28,0,537.0
SC34,2023/11/10,14,702.0
SC34,2023/11/13,10,419.0
SC34,2023/11/22,13,551.0
SC34,2023/11/11,1,796.5
SC34,2023/11/14,13,501.0
SC34,2023/11/10,11,223.0
SC34,2023/11/14,20,316.0
SC34,2023/11/18,14,597.0
SC34,2023/11/5,7,337.0
SC34,2023/11/21,15,534.0
SC34,2023/11/20,16,519.0
SC34,2023/11/13,1,410.0
SC34,2023/11/28,21,564.0
SC34,2023/11/3,9,434.0
SC34,2023/11/17,23,586.0
SC34,2023/11/30,21,645.0
SC34,2023/11/17,13,487.0
SC34,2023/11/15,22,511.0
SC34,2023/11/28,12,152.0
SC34,2023/11/25,9,307.0
SC34,2023/11/17,14,596.0
SC34,2023/11/15,7,274.0
SC34,2023/11/11,9,606.625
SC34,2023/11/4,21,802.0
SC34,2023/11/30,12,152.0
SC34,2023/11/4,12,328.0
SC34,2023/11/21,16,491.0
SC34,2023/11/10,5,4.0
SC34,2023/11/28,11,240.0
SC34,2023/11/16,19,512.0
SC34,2023/11/17,1,202.0
SC34,2023/11/7,11,267.0
SC34,2023/11/13,16,738.0
SC34,2023/11/4,3,46.0
SC34,2023/11/20,9,384.0
SC34,2023/11/23,19,623.0
SC34,2023/11/27,12,125.0
SC34,2023/11/2,20,772.0
SC34,2023/11/1,15,1072.375
SC34,2023/11/18,10,477.0
SC34,2023/11/30,22,714.0
SC34,2023/11/20,1,125.0
SC34,2023/11/10,0,527.0
SC34,2023/11/16,0,589.0
SC34,2023/11/15,23,580.0
SC34,2023/11/28,22,605.0
SC34,2023/11/10,15,456.0
SC34,2023/11/9,8,361.0
SC34,2023/11/3,1,610.0
SC34,2023/11/21,12,137.0
SC34,2023/11/5,15,721.0
SC34,2023/11/22,1,262.0
SC34,2023/11/1,21,1122.375
SC34,2023/11/25,16,455.0
SC34,2023/11/11,16,900.375
SC34,2023/11/4,22,878.0
SC34,2023/11/14,9,250.0
SC34,2023/11/23,11,253.0
SC34,2023/11/29,20,430.0
SC34,2023/11/24,15,572.0
SC34,2023/11/22,23,574.0
SC34,2023/11/6,13,695.0
SC34,2023/11/6,23,784.0
SC34,2023/11/1,5,1180.0
SC34,2023/11/17,21,478.0
SC34,2023/11/7,2,136.0
SC34,2023/11/27,7,332.0
SC34,2023/11/18,21,498.0
SC34,2023/11/9,7,383.0
SC34,2023/11/16,23,579.0
SC34,2023/11/18,11,191.0
SC34,2023/11/20,15,523.0
SC34,2023/11/19,1,130.0
SC34,2023/11/14,15,570.0
SC34,2023/11/17,12,134.0
SC34,2023/11/21,14,606.0
SC34,2023/11/10,13,738.0
SC34,2023/11/30,10,534.0
SC34,2023/11/28,17,376.0
SC34,2023/11/22,15,461.0
SC34,2023/11/13,3,186.0
SC34,2023/11/26,19,472.0
SC34,2023/11/9,22,768.0
SC34,2023/11/26,11,238.0
SC34,2023/11/10,4,69.0
SC34,2023/11/18,19,396.0
SC34,2023/11/12,8,344.0
SC34,2023/11/27,20,440.0
SC34,2023/11/16,13,535.0
SC34,2023/11/24,0,638.0
SC34,2023/11/18,1,259.0
SC34,2023/11/7,21,693.0
SC34,2023/11/29,22,656.0
SC34,2023/11/8,8,394.0
SC34,2023/11/28,10,463.0
SC34,2023/11/4,10,634.875
SC34,2023/11/10,23,1157.0
SC34,2023/11/1,0,853.25
SC34,2023/11/2,22,914.0
SC34,2023/11/23,21,562.0
SC34,2023/11/29,7,377.0
SC34,2023/11/2,7,185.0
SC34,2023/11/19,20,373.0
SC34,2023/11/23,12,162.0
SC34,2023/11/4,17,521.0
SC34,2023/11/25,1,244.0
SC34,2023/11/20,13,510.0
SC34,2023/11/2,3,681.0
SC34,2023/11/18,9,287.0
SC34,2023/11/1,16,900.375
SC34,2023/11/5,9,357.0
SC34,2023/11/6,14,746.0
SC34,2023/11/7,12,312.0
SC34,2023/11/30,17,373.0
