Sorting_Center,Date,Shift,Employee
SC60,2023-12-09,Shift3,FullTime(160)
SC60,2023-12-09,Shift3,FullTime(162)
SC60,2023-12-09,Shift3,FullTime(166)
SC60,2023-12-09,Shift3,FullTime(170)
SC60,2023-12-09,Shift3,FullTime(172)
SC60,2023-12-09,Shift3,FullTime(174)
SC60,2023-12-09,Shift3,FullTime(177)
SC60,2023-12-09,Shift3,FullTime(179)
SC60,2023-12-09,Shift3,FullTime(187)
SC60,2023-12-09,Shift3,FullTime(188)
SC60,2023-12-09,Shift3,FullTime(189)
SC60,2023-12-09,Shift3,Temp(0)
SC60,2023-12-09,Shift4,FullTime(11)
SC60,2023-12-09,Shift4,FullTime(12)
SC60,2023-12-09,Shift4,FullTime(13)
SC60,2023-12-09,Shift4,FullTime(44)
SC60,2023-12-09,Shift4,FullTime(50)
SC60,2023-12-09,Shift4,FullTime(57)
SC60,2023-12-09,Shift4,FullTime(101)
SC60,2023-12-09,Shift4,FullTime(102)
SC60,2023-12-09,Shift4,FullTime(103)
SC60,2023-12-09,Shift4,FullTime(104)
SC60,2023-12-09,Shift4,FullTime(109)
SC60,2023-12-09,Shift4,FullTime(112)
SC60,2023-12-09,Shift4,FullTime(116)
SC60,2023-12-09,Shift4,FullTime(119)
SC60,2023-12-09,Shift4,FullTime(120)
SC60,2023-12-09,Shift4,FullTime(121)
SC60,2023-12-09,Shift4,FullTime(126)
SC60,2023-12-09,Shift4,FullTime(127)
SC60,2023-12-09,Shift4,FullTime(128)
SC60,2023-12-09,Shift4,FullTime(129)
SC60,2023-12-09,Shift4,FullTime(131)
SC60,2023-12-09,Shift4,FullTime(132)
SC60,2023-12-09,Shift4,FullTime(133)
SC60,2023-12-09,Shift4,FullTime(134)
SC60,2023-12-09,Shift4,FullTime(135)
SC60,2023-12-09,Shift4,FullTime(137)
SC60,2023-12-09,Shift4,FullTime(139)
SC60,2023-12-09,Shift4,FullTime(149)
SC60,2023-12-09,Shift4,FullTime(151)
SC60,2023-12-09,Shift4,FullTime(152)
SC60,2023-12-09,Shift4,FullTime(154)
SC60,2023-12-09,Shift4,FullTime(155)
SC60,2023-12-09,Shift4,FullTime(158)
SC60,2023-12-09,Shift4,FullTime(198)
SC60,2023-12-09,Shift4,FullTime(199)
SC60,2023-12-09,Shift4,Temp(0)
SC60,2023-12-09,Shift5,FullTime(101)
SC60,2023-12-09,Shift5,FullTime(102)
SC60,2023-12-09,Shift5,FullTime(103)
SC60,2023-12-09,Shift5,FullTime(104)
SC60,2023-12-09,Shift5,FullTime(106)
SC60,2023-12-09,Shift5,FullTime(107)
SC60,2023-12-09,Shift5,FullTime(108)
SC60,2023-12-09,Shift5,FullTime(110)
SC60,2023-12-09,Shift5,FullTime(111)
SC60,2023-12-09,Shift5,FullTime(112)
SC60,2023-12-09,Shift5,FullTime(114)
SC60,2023-12-09,Shift5,FullTime(115)
SC60,2023-12-09,Shift5,FullTime(162)
SC60,2023-12-09,Shift5,FullTime(164)
SC60,2023-12-09,Shift5,FullTime(166)
SC60,2023-12-09,Shift5,FullTime(170)
SC60,2023-12-09,Shift5,FullTime(172)
SC60,2023-12-09,Shift5,FullTime(174)
SC60,2023-12-09,Shift5,FullTime(175)
SC60,2023-12-09,Shift5,FullTime(177)
SC60,2023-12-09,Shift5,FullTime(179)
SC60,2023-12-09,Shift5,FullTime(187)
SC60,2023-12-09,Shift5,FullTime(188)
SC60,2023-12-09,Shift5,FullTime(189)
SC60,2023-12-09,Shift5,FullTime(193)
SC60,2023-12-09,Shift5,FullTime(194)
SC60,2023-12-09,Shift5,FullTime(195)
SC60,2023-12-09,Shift5,FullTime(196)
SC60,2023-12-09,Shift5,FullTime(198)
SC60,2023-12-09,Shift5,FullTime(199)
SC60,2023-12-09,Shift5,Temp(0)
SC60,2023-12-09,Shift6,FullTime(17)
SC60,2023-12-09,Shift6,FullTime(30)
SC60,2023-12-09,Shift6,FullTime(103)
SC60,2023-12-09,Shift6,FullTime(104)
SC60,2023-12-09,Shift6,FullTime(112)
SC60,2023-12-09,Shift6,FullTime(114)
SC60,2023-12-09,Shift6,FullTime(115)
SC60,2023-12-09,Shift6,FullTime(116)
SC60,2023-12-09,Shift6,FullTime(162)
SC60,2023-12-09,Shift6,FullTime(165)
SC60,2023-12-09,Shift6,FullTime(166)
SC60,2023-12-09,Shift6,FullTime(168)
SC60,2023-12-09,Shift6,FullTime(169)
SC60,2023-12-09,Shift6,FullTime(170)
SC60,2023-12-09,Shift6,FullTime(172)
SC60,2023-12-09,Shift6,FullTime(173)
SC60,2023-12-09,Shift6,FullTime(175)
SC60,2023-12-09,Shift6,FullTime(176)
SC60,2023-12-09,Shift6,FullTime(177)
SC60,2023-12-09,Shift6,FullTime(178)
SC60,2023-12-09,Shift6,FullTime(179)
SC60,2023-12-09,Shift6,FullTime(181)
SC60,2023-12-09,Shift6,FullTime(184)
SC60,2023-12-09,Shift6,FullTime(186)
SC60,2023-12-09,Shift6,FullTime(187)
SC60,2023-12-09,Shift6,FullTime(188)
SC60,2023-12-09,Shift6,FullTime(189)
SC60,2023-12-09,Shift6,FullTime(193)
SC60,2023-12-09,Shift6,FullTime(194)
SC60,2023-12-09,Shift6,FullTime(196)
SC60,2023-12-09,Shift6,FullTime(198)
SC60,2023-12-09,Shift6,FullTime(199)
SC60,2023-12-09,Shift6,Temp(0)
SC60,2023-12-10,Shift1,FullTime(43)
SC60,2023-12-10,Shift1,FullTime(44)
SC60,2023-12-10,Shift1,FullTime(49)
SC60,2023-12-10,Shift1,FullTime(50)
SC60,2023-12-10,Shift1,FullTime(57)
SC60,2023-12-10,Shift1,Temp(0)
SC60,2023-12-10,Shift2,FullTime(28)
SC60,2023-12-10,Shift2,Temp(0)
SC60,2023-12-10,Shift3,FullTime(43)
SC60,2023-12-10,Shift3,FullTime(44)
SC60,2023-12-10,Shift3,FullTime(49)
SC60,2023-12-10,Shift3,FullTime(50)
SC60,2023-12-10,Shift3,FullTime(57)
SC60,2023-12-10,Shift3,Temp(0)
SC60,2023-12-10,Shift4,Temp(0)
SC60,2023-12-10,Shift5,Temp(0)
SC60,2023-12-10,Shift6,FullTime(5)
SC60,2023-12-10,Shift6,FullTime(6)
SC60,2023-12-10,Shift6,FullTime(9)
SC60,2023-12-10,Shift6,FullTime(12)
SC60,2023-12-10,Shift6,FullTime(13)
SC60,2023-12-10,Shift6,FullTime(27)
SC60,2023-12-10,Shift6,FullTime(37)
SC60,2023-12-10,Shift6,FullTime(43)
SC60,2023-12-10,Shift6,FullTime(44)
SC60,2023-12-10,Shift6,FullTime(45)
SC60,2023-12-10,Shift6,FullTime(46)
SC60,2023-12-10,Shift6,FullTime(47)
SC60,2023-12-10,Shift6,FullTime(48)
SC60,2023-12-10,Shift6,FullTime(49)
SC60,2023-12-10,Shift6,FullTime(50)
SC60,2023-12-10,Shift6,FullTime(51)
SC60,2023-12-10,Shift6,FullTime(52)
SC60,2023-12-10,Shift6,FullTime(55)
SC60,2023-12-10,Shift6,FullTime(57)
SC60,2023-12-10,Shift6,FullTime(94)
SC60,2023-12-10,Shift6,FullTime(99)
SC60,2023-12-10,Shift6,FullTime(111)
SC60,2023-12-10,Shift6,FullTime(117)
SC60,2023-12-10,Shift6,FullTime(118)
SC60,2023-12-10,Shift6,FullTime(123)
SC60,2023-12-10,Shift6,FullTime(125)
SC60,2023-12-10,Shift6,FullTime(138)
SC60,2023-12-10,Shift6,FullTime(199)
SC60,2023-12-10,Shift6,Temp(0)
SC60,2023-12-11,Shift1,FullTime(7)
SC60,2023-12-11,Shift1,FullTime(53)
SC60,2023-12-11,Shift1,FullTime(54)
SC60,2023-12-11,Shift1,FullTime(56)
SC60,2023-12-11,Shift1,FullTime(58)
SC60,2023-12-11,Shift1,FullTime(60)
SC60,2023-12-11,Shift1,FullTime(61)
SC60,2023-12-11,Shift1,FullTime(63)
SC60,2023-12-11,Shift1,FullTime(69)
SC60,2023-12-11,Shift1,FullTime(73)
SC60,2023-12-11,Shift1,FullTime(74)
SC60,2023-12-11,Shift1,FullTime(78)
SC60,2023-12-11,Shift1,FullTime(82)
SC60,2023-12-11,Shift1,FullTime(84)
SC60,2023-12-11,Shift1,FullTime(86)
SC60,2023-12-11,Shift1,FullTime(97)
SC60,2023-12-11,Shift1,Temp(0)
SC60,2023-12-11,Shift2,FullTime(5)
SC60,2023-12-11,Shift2,FullTime(7)
SC60,2023-12-11,Shift2,FullTime(9)
SC60,2023-12-11,Shift2,FullTime(24)
SC60,2023-12-11,Shift2,FullTime(37)
SC60,2023-12-11,Shift2,FullTime(38)
SC60,2023-12-11,Shift2,FullTime(56)
SC60,2023-12-11,Shift2,FullTime(58)
SC60,2023-12-11,Shift2,FullTime(59)
SC60,2023-12-11,Shift2,FullTime(64)
SC60,2023-12-11,Shift2,FullTime(66)
SC60,2023-12-11,Shift2,FullTime(68)
SC60,2023-12-11,Shift2,FullTime(69)
SC60,2023-12-11,Shift2,FullTime(75)
SC60,2023-12-11,Shift2,FullTime(78)
SC60,2023-12-11,Shift2,FullTime(80)
SC60,2023-12-11,Shift2,FullTime(86)
SC60,2023-12-11,Shift2,FullTime(90)
SC60,2023-12-11,Shift2,FullTime(97)
SC60,2023-12-11,Shift2,Temp(0)
SC60,2023-12-11,Shift3,FullTime(6)
SC60,2023-12-11,Shift3,FullTime(7)
SC60,2023-12-11,Shift3,FullTime(8)
SC60,2023-12-11,Shift3,FullTime(9)
SC60,2023-12-11,Shift3,FullTime(18)
SC60,2023-12-11,Shift3,FullTime(24)
SC60,2023-12-11,Shift3,FullTime(25)
SC60,2023-12-11,Shift3,FullTime(27)
SC60,2023-12-11,Shift3,FullTime(32)
SC60,2023-12-11,Shift3,FullTime(38)
SC60,2023-12-11,Shift3,FullTime(47)
SC60,2023-12-11,Shift3,FullTime(48)
SC60,2023-12-11,Shift3,FullTime(49)
SC60,2023-12-11,Shift3,FullTime(53)
SC60,2023-12-11,Shift3,FullTime(59)
SC60,2023-12-11,Shift3,FullTime(60)
SC60,2023-12-11,Shift3,FullTime(61)
SC60,2023-12-11,Shift3,FullTime(63)
SC60,2023-12-11,Shift3,FullTime(64)
SC60,2023-12-11,Shift3,FullTime(68)
SC60,2023-12-11,Shift3,FullTime(72)
SC60,2023-12-11,Shift3,FullTime(80)
SC60,2023-12-11,Shift3,FullTime(84)
SC60,2023-12-11,Shift3,FullTime(87)
SC60,2023-12-11,Shift3,FullTime(89)
SC60,2023-12-11,Shift3,FullTime(90)
SC60,2023-12-11,Shift3,FullTime(94)
SC60,2023-12-11,Shift3,FullTime(97)
SC60,2023-12-11,Shift3,FullTime(98)
SC60,2023-12-11,Shift3,FullTime(99)
SC60,2023-12-11,Shift3,FullTime(171)
SC60,2023-12-11,Shift3,FullTime(172)
SC60,2023-12-11,Shift3,FullTime(181)
SC60,2023-12-11,Shift3,FullTime(186)
SC60,2023-12-11,Shift3,Temp(0)
SC60,2023-12-11,Shift4,FullTime(5)
SC60,2023-12-11,Shift4,FullTime(6)
SC60,2023-12-11,Shift4,FullTime(7)
SC60,2023-12-11,Shift4,FullTime(8)
SC60,2023-12-11,Shift4,FullTime(18)
SC60,2023-12-11,Shift4,FullTime(20)
SC60,2023-12-11,Shift4,FullTime(21)
SC60,2023-12-11,Shift4,FullTime(23)
SC60,2023-12-11,Shift4,FullTime(25)
SC60,2023-12-11,Shift4,FullTime(26)
SC60,2023-12-11,Shift4,FullTime(27)
SC60,2023-12-11,Shift4,FullTime(28)
SC60,2023-12-11,Shift4,FullTime(30)
SC60,2023-12-11,Shift4,FullTime(32)
SC60,2023-12-11,Shift4,FullTime(38)
SC60,2023-12-11,Shift4,FullTime(45)
SC60,2023-12-11,Shift4,FullTime(46)
SC60,2023-12-11,Shift4,FullTime(49)
SC60,2023-12-11,Shift4,FullTime(58)
SC60,2023-12-11,Shift4,FullTime(59)
SC60,2023-12-11,Shift4,FullTime(60)
SC60,2023-12-11,Shift4,FullTime(62)
SC60,2023-12-11,Shift4,FullTime(64)
SC60,2023-12-11,Shift4,FullTime(66)
SC60,2023-12-11,Shift4,FullTime(69)
SC60,2023-12-11,Shift4,FullTime(72)
SC60,2023-12-11,Shift4,FullTime(73)
SC60,2023-12-11,Shift4,FullTime(74)
SC60,2023-12-11,Shift4,FullTime(75)
SC60,2023-12-11,Shift4,FullTime(76)
SC60,2023-12-11,Shift4,FullTime(77)
SC60,2023-12-11,Shift4,FullTime(80)
SC60,2023-12-11,Shift4,FullTime(82)
SC60,2023-12-11,Shift4,FullTime(85)
SC60,2023-12-11,Shift4,FullTime(87)
SC60,2023-12-11,Shift4,FullTime(89)
SC60,2023-12-11,Shift4,FullTime(90)
SC60,2023-12-11,Shift4,FullTime(94)
SC60,2023-12-11,Shift4,FullTime(96)
SC60,2023-12-11,Shift4,FullTime(97)
SC60,2023-12-11,Shift4,FullTime(98)
SC60,2023-12-11,Shift4,FullTime(99)
SC60,2023-12-11,Shift4,FullTime(100)
SC60,2023-12-11,Shift4,FullTime(163)
SC60,2023-12-11,Shift4,FullTime(171)
SC60,2023-12-11,Shift4,FullTime(172)
SC60,2023-12-11,Shift4,FullTime(178)
SC60,2023-12-11,Shift4,FullTime(181)
SC60,2023-12-11,Shift4,FullTime(183)
SC60,2023-12-11,Shift4,FullTime(186)
SC60,2023-12-11,Shift4,Temp(0)
SC60,2023-12-11,Shift5,FullTime(0)
SC60,2023-12-11,Shift5,FullTime(1)
SC60,2023-12-11,Shift5,FullTime(5)
SC60,2023-12-11,Shift5,FullTime(6)
SC60,2023-12-11,Shift5,FullTime(17)
SC60,2023-12-11,Shift5,FullTime(18)
SC60,2023-12-11,Shift5,FullTime(19)
SC60,2023-12-11,Shift5,FullTime(20)
SC60,2023-12-11,Shift5,FullTime(21)
SC60,2023-12-11,Shift5,FullTime(22)
SC60,2023-12-11,Shift5,FullTime(23)
SC60,2023-12-11,Shift5,FullTime(24)
SC60,2023-12-11,Shift5,FullTime(25)
SC60,2023-12-11,Shift5,FullTime(26)
SC60,2023-12-11,Shift5,FullTime(28)
SC60,2023-12-11,Shift5,FullTime(29)
SC60,2023-12-11,Shift5,FullTime(31)
SC60,2023-12-11,Shift5,FullTime(35)
SC60,2023-12-11,Shift5,FullTime(43)
SC60,2023-12-11,Shift5,FullTime(45)
SC60,2023-12-11,Shift5,FullTime(46)
SC60,2023-12-11,Shift5,FullTime(47)
SC60,2023-12-11,Shift5,FullTime(48)
SC60,2023-12-11,Shift5,FullTime(49)
SC60,2023-12-11,Shift5,FullTime(53)
SC60,2023-12-11,Shift5,FullTime(60)
SC60,2023-12-11,Shift5,FullTime(61)
SC60,2023-12-11,Shift5,FullTime(62)
SC60,2023-12-11,Shift5,FullTime(64)
SC60,2023-12-11,Shift5,FullTime(65)
SC60,2023-12-11,Shift5,FullTime(66)
SC60,2023-12-11,Shift5,FullTime(68)
SC60,2023-12-11,Shift5,FullTime(70)
SC60,2023-12-11,Shift5,FullTime(71)
SC60,2023-12-11,Shift5,FullTime(72)
SC60,2023-12-11,Shift5,FullTime(76)
SC60,2023-12-11,Shift5,FullTime(77)
SC60,2023-12-11,Shift5,FullTime(82)
SC60,2023-12-11,Shift5,FullTime(84)
SC60,2023-12-11,Shift5,FullTime(85)
SC60,2023-12-11,Shift5,FullTime(86)
SC60,2023-12-11,Shift5,FullTime(87)
SC60,2023-12-11,Shift5,FullTime(89)
SC60,2023-12-11,Shift5,FullTime(98)
SC60,2023-12-11,Shift5,FullTime(100)
SC60,2023-12-11,Shift5,FullTime(104)
SC60,2023-12-11,Shift5,FullTime(107)
SC60,2023-12-11,Shift5,FullTime(163)
SC60,2023-12-11,Shift5,FullTime(171)
SC60,2023-12-11,Shift5,FullTime(172)
SC60,2023-12-11,Shift5,FullTime(176)
SC60,2023-12-11,Shift5,FullTime(178)
SC60,2023-12-11,Shift5,FullTime(180)
SC60,2023-12-11,Shift5,FullTime(181)
SC60,2023-12-11,Shift5,FullTime(182)
SC60,2023-12-11,Shift5,FullTime(184)
SC60,2023-12-11,Shift5,FullTime(190)
SC60,2023-12-11,Shift5,FullTime(192)
SC60,2023-12-11,Shift5,Temp(0)
SC60,2023-12-11,Shift6,FullTime(0)
SC60,2023-12-11,Shift6,FullTime(1)
SC60,2023-12-11,Shift6,FullTime(8)
SC60,2023-12-11,Shift6,FullTime(9)
SC60,2023-12-11,Shift6,FullTime(10)
SC60,2023-12-11,Shift6,FullTime(11)
SC60,2023-12-11,Shift6,FullTime(12)
SC60,2023-12-11,Shift6,FullTime(18)
SC60,2023-12-11,Shift6,FullTime(20)
SC60,2023-12-11,Shift6,FullTime(21)
SC60,2023-12-11,Shift6,FullTime(23)
SC60,2023-12-11,Shift6,FullTime(24)
SC60,2023-12-11,Shift6,FullTime(26)
SC60,2023-12-11,Shift6,FullTime(27)
SC60,2023-12-11,Shift6,FullTime(28)
SC60,2023-12-11,Shift6,FullTime(29)
SC60,2023-12-11,Shift6,FullTime(30)
SC60,2023-12-11,Shift6,FullTime(32)
SC60,2023-12-11,Shift6,FullTime(35)
SC60,2023-12-11,Shift6,FullTime(37)
SC60,2023-12-11,Shift6,FullTime(38)
SC60,2023-12-11,Shift6,FullTime(43)
SC60,2023-12-11,Shift6,FullTime(45)
SC60,2023-12-11,Shift6,FullTime(46)
SC60,2023-12-11,Shift6,FullTime(47)
SC60,2023-12-11,Shift6,FullTime(48)
SC60,2023-12-11,Shift6,FullTime(49)
SC60,2023-12-11,Shift6,FullTime(54)
SC60,2023-12-11,Shift6,FullTime(55)
SC60,2023-12-11,Shift6,FullTime(59)
SC60,2023-12-11,Shift6,FullTime(61)
SC60,2023-12-11,Shift6,FullTime(62)
SC60,2023-12-11,Shift6,FullTime(63)
SC60,2023-12-11,Shift6,FullTime(65)
SC60,2023-12-11,Shift6,FullTime(66)
SC60,2023-12-11,Shift6,FullTime(68)
SC60,2023-12-11,Shift6,FullTime(70)
SC60,2023-12-11,Shift6,FullTime(71)
SC60,2023-12-11,Shift6,FullTime(72)
SC60,2023-12-11,Shift6,FullTime(77)
SC60,2023-12-11,Shift6,FullTime(79)
SC60,2023-12-11,Shift6,FullTime(82)
SC60,2023-12-11,Shift6,FullTime(83)
SC60,2023-12-11,Shift6,FullTime(84)
SC60,2023-12-11,Shift6,FullTime(86)
SC60,2023-12-11,Shift6,FullTime(92)
SC60,2023-12-11,Shift6,FullTime(94)
SC60,2023-12-11,Shift6,FullTime(97)
SC60,2023-12-11,Shift6,FullTime(98)
SC60,2023-12-11,Shift6,FullTime(99)
SC60,2023-12-11,Shift6,FullTime(100)
SC60,2023-12-11,Shift6,FullTime(101)
SC60,2023-12-11,Shift6,FullTime(111)
SC60,2023-12-11,Shift6,FullTime(119)
SC60,2023-12-11,Shift6,FullTime(122)
SC60,2023-12-11,Shift6,FullTime(127)
SC60,2023-12-11,Shift6,FullTime(140)
SC60,2023-12-11,Shift6,FullTime(153)
SC60,2023-12-11,Shift6,FullTime(154)
SC60,2023-12-11,Shift6,FullTime(155)
SC60,2023-12-11,Shift6,FullTime(157)
SC60,2023-12-11,Shift6,FullTime(167)
SC60,2023-12-11,Shift6,FullTime(169)
SC60,2023-12-11,Shift6,FullTime(176)
SC60,2023-12-11,Shift6,FullTime(180)
SC60,2023-12-11,Shift6,FullTime(183)
SC60,2023-12-11,Shift6,FullTime(184)
SC60,2023-12-11,Shift6,FullTime(185)
SC60,2023-12-11,Shift6,FullTime(186)
SC60,2023-12-11,Shift6,FullTime(190)
SC60,2023-12-11,Shift6,FullTime(191)
SC60,2023-12-11,Shift6,FullTime(192)
SC60,2023-12-11,Shift6,FullTime(197)
SC60,2023-12-11,Shift6,FullTime(199)
SC60,2023-12-11,Shift6,Temp(0)
SC60,2023-12-12,Shift1,FullTime(5)
SC60,2023-12-12,Shift1,FullTime(7)
SC60,2023-12-12,Shift1,FullTime(23)
SC60,2023-12-12,Shift1,FullTime(29)
SC60,2023-12-12,Shift1,FullTime(30)
SC60,2023-12-12,Shift1,FullTime(32)
SC60,2023-12-12,Shift1,FullTime(37)
SC60,2023-12-12,Shift1,FullTime(54)
SC60,2023-12-12,Shift1,FullTime(55)
SC60,2023-12-12,Shift1,FullTime(58)
SC60,2023-12-12,Shift1,FullTime(60)
SC60,2023-12-12,Shift1,FullTime(61)
SC60,2023-12-12,Shift1,FullTime(62)
SC60,2023-12-12,Shift1,FullTime(63)
SC60,2023-12-12,Shift1,FullTime(64)
SC60,2023-12-12,Shift1,FullTime(69)
SC60,2023-12-12,Shift1,FullTime(70)
SC60,2023-12-12,Shift1,FullTime(73)
SC60,2023-12-12,Shift1,FullTime(74)
SC60,2023-12-12,Shift1,FullTime(75)
SC60,2023-12-12,Shift1,FullTime(78)
SC60,2023-12-12,Shift1,FullTime(79)
SC60,2023-12-12,Shift1,FullTime(80)
SC60,2023-12-12,Shift1,FullTime(84)
SC60,2023-12-12,Shift1,FullTime(85)
SC60,2023-12-12,Shift1,FullTime(86)
SC60,2023-12-12,Shift1,FullTime(87)
SC60,2023-12-12,Shift1,FullTime(89)
SC60,2023-12-12,Shift1,FullTime(94)
SC60,2023-12-12,Shift1,FullTime(96)
SC60,2023-12-12,Shift1,FullTime(98)
SC60,2023-12-12,Shift1,FullTime(99)
SC60,2023-12-12,Shift1,FullTime(171)
SC60,2023-12-12,Shift1,FullTime(178)
SC60,2023-12-12,Shift1,FullTime(181)
SC60,2023-12-12,Shift1,FullTime(185)
SC60,2023-12-12,Shift1,FullTime(186)
SC60,2023-12-12,Shift1,FullTime(193)
SC60,2023-12-12,Shift1,Temp(0)
SC60,2023-12-12,Shift2,FullTime(1)
SC60,2023-12-12,Shift2,FullTime(2)
SC60,2023-12-12,Shift2,FullTime(7)
SC60,2023-12-12,Shift2,FullTime(8)
SC60,2023-12-12,Shift2,FullTime(10)
SC60,2023-12-12,Shift2,FullTime(11)
SC60,2023-12-12,Shift2,FullTime(18)
SC60,2023-12-12,Shift2,FullTime(26)
SC60,2023-12-12,Shift2,FullTime(27)
SC60,2023-12-12,Shift2,FullTime(29)
SC60,2023-12-12,Shift2,FullTime(30)
SC60,2023-12-12,Shift2,FullTime(32)
SC60,2023-12-12,Shift2,FullTime(35)
SC60,2023-12-12,Shift2,FullTime(37)
SC60,2023-12-12,Shift2,FullTime(38)
SC60,2023-12-12,Shift2,FullTime(52)
SC60,2023-12-12,Shift2,FullTime(53)
SC60,2023-12-12,Shift2,FullTime(56)
SC60,2023-12-12,Shift2,FullTime(58)
SC60,2023-12-12,Shift2,FullTime(60)
SC60,2023-12-12,Shift2,FullTime(61)
SC60,2023-12-12,Shift2,FullTime(65)
SC60,2023-12-12,Shift2,FullTime(67)
SC60,2023-12-12,Shift2,FullTime(69)
SC60,2023-12-12,Shift2,FullTime(70)
SC60,2023-12-12,Shift2,FullTime(74)
SC60,2023-12-12,Shift2,FullTime(75)
SC60,2023-12-12,Shift2,FullTime(76)
SC60,2023-12-12,Shift2,FullTime(78)
SC60,2023-12-12,Shift2,FullTime(79)
SC60,2023-12-12,Shift2,FullTime(80)
SC60,2023-12-12,Shift2,FullTime(81)
SC60,2023-12-12,Shift2,FullTime(82)
SC60,2023-12-12,Shift2,FullTime(85)
SC60,2023-12-12,Shift2,FullTime(96)
SC60,2023-12-12,Shift2,FullTime(109)
SC60,2023-12-12,Shift2,FullTime(141)
SC60,2023-12-12,Shift2,FullTime(142)
SC60,2023-12-12,Shift2,FullTime(171)
SC60,2023-12-12,Shift2,FullTime(178)
SC60,2023-12-12,Shift2,FullTime(185)
SC60,2023-12-12,Shift2,FullTime(186)
SC60,2023-12-12,Shift2,FullTime(190)
SC60,2023-12-12,Shift2,FullTime(191)
SC60,2023-12-12,Shift2,FullTime(192)
SC60,2023-12-12,Shift2,FullTime(193)
SC60,2023-12-12,Shift2,Temp(0)
SC60,2023-12-12,Shift3,FullTime(1)
SC60,2023-12-12,Shift3,FullTime(2)
SC60,2023-12-12,Shift3,FullTime(3)
SC60,2023-12-12,Shift3,FullTime(6)
SC60,2023-12-12,Shift3,FullTime(9)
SC60,2023-12-12,Shift3,FullTime(12)
SC60,2023-12-12,Shift3,FullTime(19)
SC60,2023-12-12,Shift3,FullTime(22)
SC60,2023-12-12,Shift3,FullTime(23)
SC60,2023-12-12,Shift3,FullTime(25)
SC60,2023-12-12,Shift3,FullTime(27)
SC60,2023-12-12,Shift3,FullTime(30)
SC60,2023-12-12,Shift3,FullTime(31)
SC60,2023-12-12,Shift3,FullTime(32)
SC60,2023-12-12,Shift3,FullTime(35)
SC60,2023-12-12,Shift3,FullTime(38)
SC60,2023-12-12,Shift3,FullTime(51)
SC60,2023-12-12,Shift3,FullTime(53)
SC60,2023-12-12,Shift3,FullTime(54)
SC60,2023-12-12,Shift3,FullTime(55)
SC60,2023-12-12,Shift3,FullTime(56)
SC60,2023-12-12,Shift3,FullTime(59)
SC60,2023-12-12,Shift3,FullTime(62)
SC60,2023-12-12,Shift3,FullTime(63)
SC60,2023-12-12,Shift3,FullTime(64)
SC60,2023-12-12,Shift3,FullTime(67)
SC60,2023-12-12,Shift3,FullTime(68)
SC60,2023-12-12,Shift3,FullTime(69)
SC60,2023-12-12,Shift3,FullTime(70)
SC60,2023-12-12,Shift3,FullTime(71)
SC60,2023-12-12,Shift3,FullTime(72)
SC60,2023-12-12,Shift3,FullTime(73)
SC60,2023-12-12,Shift3,FullTime(74)
SC60,2023-12-12,Shift3,FullTime(76)
SC60,2023-12-12,Shift3,FullTime(78)
SC60,2023-12-12,Shift3,FullTime(79)
SC60,2023-12-12,Shift3,FullTime(82)
SC60,2023-12-12,Shift3,FullTime(83)
SC60,2023-12-12,Shift3,FullTime(84)
SC60,2023-12-12,Shift3,FullTime(86)
SC60,2023-12-12,Shift3,FullTime(87)
SC60,2023-12-12,Shift3,FullTime(89)
SC60,2023-12-12,Shift3,FullTime(90)
SC60,2023-12-12,Shift3,FullTime(94)
SC60,2023-12-12,Shift3,FullTime(96)
SC60,2023-12-12,Shift3,FullTime(98)
SC60,2023-12-12,Shift3,FullTime(107)
SC60,2023-12-12,Shift3,FullTime(109)
SC60,2023-12-12,Shift3,FullTime(110)
SC60,2023-12-12,Shift3,FullTime(113)
SC60,2023-12-12,Shift3,FullTime(121)
SC60,2023-12-12,Shift3,FullTime(122)
SC60,2023-12-12,Shift3,FullTime(141)
SC60,2023-12-12,Shift3,FullTime(142)
SC60,2023-12-12,Shift3,FullTime(152)
SC60,2023-12-12,Shift3,FullTime(164)
SC60,2023-12-12,Shift3,FullTime(171)
SC60,2023-12-12,Shift3,FullTime(175)
SC60,2023-12-12,Shift3,FullTime(178)
SC60,2023-12-12,Shift3,FullTime(181)
SC60,2023-12-12,Shift3,FullTime(192)
SC60,2023-12-12,Shift3,FullTime(194)
SC60,2023-12-12,Shift3,FullTime(196)
SC60,2023-12-12,Shift3,FullTime(197)
SC60,2023-12-12,Shift3,Temp(0)
SC60,2023-12-12,Shift4,FullTime(1)
SC60,2023-12-12,Shift4,FullTime(3)
SC60,2023-12-12,Shift4,FullTime(5)
SC60,2023-12-12,Shift4,FullTime(7)
SC60,2023-12-12,Shift4,FullTime(10)
SC60,2023-12-12,Shift4,FullTime(13)
SC60,2023-12-12,Shift4,FullTime(19)
SC60,2023-12-12,Shift4,FullTime(20)
SC60,2023-12-12,Shift4,FullTime(22)
SC60,2023-12-12,Shift4,FullTime(23)
SC60,2023-12-12,Shift4,FullTime(24)
SC60,2023-12-12,Shift4,FullTime(25)
SC60,2023-12-12,Shift4,FullTime(26)
SC60,2023-12-12,Shift4,FullTime(28)
SC60,2023-12-12,Shift4,FullTime(29)
SC60,2023-12-12,Shift4,FullTime(35)
SC60,2023-12-12,Shift4,FullTime(37)
SC60,2023-12-12,Shift4,FullTime(45)
